source,target
Yes_we_Tweet,davideagazzi
CalabriaStartup,ProgettoRENA
CalabriaStartup,ChiaraPeggy
CalabriaStartup,FusacchiA
nico_stac,larobbi
nico_stac,WISTERWISTER
nico_stac,flavia_marzano
juanucilla,dgiluz
juanucilla,VinceMa1
JonnyMarsella,ProgettoRENA
maurocolombo_,ProgettoRENA
maurocolombo_,FaberLabVarese
federicoravaldi,FusacchiA
DaVelSign,lorenzobenussi
DaVelSign,napo
NonProfit_Lab,ProgettoRENA
davidmonten,aperdichizzi
davidmonten,Innovandiamo
darios,ProgettoRENA
SpazioGrisu,FusacchiA
SilviaSalmeri,ChiaraPeggy
SilviaSalmeri,alepirani
SilviaSalmeri,vivisostenibile
stefymilo,stefanomicelli
stefymilo,gpcolletti
giuliodichiara,ProgettoRENA
giuliodichiara,FLuccisano
lamasoero,ProgettoRENA
lamasoero,MicheledAlena
lamasoero,davideagazzi
lamasoero,FraMazzocchi
lamasoero,letiziapian
sigfreedo,ProgettoRENA
sigfreedo,ValeriaAdani
stef_proietti,ProgettoRENA
stef_proietti,ProgettoRENA
stef_proietti,ProgettoRENA
stef_proietti,ProgettoRENA
stef_proietti,FusacchiA
stef_proietti,chrisiaio
stef_proietti,Labsus1
amagelli,YouCanGroup
amagelli,YouCanGroup
Max1957,BolloAlessandro
Max1957,BolloAlessandro
ErikaMunno,chrisiaio
ErikaMunno,Labsus1
ErikaMunno,LabGov
umbertorega,ProgettoRENA
umbertorega,Ale_Nigro
umbertorega,stefanomicelli
umbertorega,FaberLabVarese
umbertorega,ArtigianiVarese
_opendata,napo
_opendata,dclfbk
_opendata,dclfbk
_opendata,Smartcityexhib
_opendata,od500
imaginaryaurora,ivanapais
imaginaryaurora,ivanapais
imaginaryaurora,dgiluz
phisaz,FLuccisano
AlessandraTolen,pelo80
AlessandraTolen,rosellavolp
vieriemiliani,ProgettoRENA
trendinaliaIT,workingcapital
ascuoladioc,Monithon
frarusso,ProgettoRENA
frarusso,damienlanfrey
frarusso,FLuccisano
frarusso,davideagazzi
frarusso,addibbi
IlariaPais,ProgettoRENA
IlariaLani,clodcop
ctroccoli,FLuccisano
cpt_giraffe,meedabyte
cpt_giraffe,lucliva
Urban_Res_Dance,chrisiaio
pazzixbarca_bo,fabriziobarca
damianotessaro,ProgettoRENA
damianotessaro,Italia_Unica
luciombra,chrisiaio
luciombra,Labsus1
pietrodioni,ProgettoRENA
ChiaraBrughera,meedabyte
patriziasaggia,metiuuitem
EnricoPonte,ProgettoRENA
virgigullo,ProgettoRENA
virgigullo,clodcop
RobertaCalle,chrisiaio
Rimassasonoio,ProgettoRENA
