source,target
noemisatta,ProgettoRENA
larobbi,ProgettoRENA
LiveUru,dskutz
LiveUru,Guarene2020
socialPA_RM,bia_hvid
socialPA_RM,FusacchiA
RRocelli,paolocampagnano
piergiorgio1968,siboc
fedecolonna,f_galtieri
fedecolonna,FLuccisano
fedecolonna,ProgettoRENA
paolocampagnano,ZazzaNM
AgostinoRiitano,damienlanfrey
socialPA_RM,aperdichizzi
socialPA_RM,FusacchiA
MicaelaZoni,ProgettoRENA
MicaelaZoni,dgiluz
enzolefevre,ProgettoRENA
enzolefevre,ChiaraPeggy
f_galtieri,demichelisf
f_galtieri,stefanomicelli
f_galtieri,ProgettoRENA
Andreacritico,ProgettoRENA
MariPanattoni,socialPA_RM
MariPanattoni,ProgettoRENA
aperdichizzi,FusacchiA
ZazzaNM,davideagazzi
bobpersio,lidiamarongiu
bobpersio,ivanapais
f_galtieri,piazzaberlino
f_galtieri,lorenzobenussi
f_galtieri,FLuccisano
PierG,ValeriaAdani
PierG,ProgettoRENA
ArielsM87,dgiluz
socialPA_RM,metiuuitem
socialPA_RM,ivanapais
ValComm,ProgettoRENA
ValComm,FLuccisano
CasaNetural,ProgettoRENA
sociolab_tweet,dskutz
Ffoodinstitute,YouCanGroup
Ffoodinstitute,FLuccisano
AleBezzi,BolloAlessandro
MaxDelFerraro,TorinoAnni10
MaxDelFerraro,stefanomicelli
bobpersio,2020CityPlus
bobpersio,FLuccisano
bobpersio,ProgettoRENA
Tukulti_Ninurta,matteolepore
Tukulti_Ninurta,ProgettoRENA
andrecatta,FraMazzocchi
egferro,ProgettoRENA
egferro,ivanapais
ctroccoli,ProgettoRENA
ctroccoli,clodcop
34fuso,michiamofede
34fuso,AlessandroBollo
34fuso,CultPopSocCoop
NapoliCucina,_CleaNap
franleu,mamacaluda
franleu,FLuccisano
ColdirettiG,we4italy
startsaturdays,2020CityPlus
startsaturdays,ProgettoRENA
simbagalli,ProgettoRENA
simbagalli,BolloAlessandro
Andreacritico,ProgettoRENA
bia_hvid,stefanomicelli
Innovandiamo,meedabyte
AgostinoRiitano,Societing_SC
AgostinoRiitano,Rafr
AgostinoRiitano,AmareRecoba
AgostinoRiitano,andreadanielli
siboc,lorenzobenussi
siboc,FusacchiA
ArielsM87,stefanomicelli
andreamilan_,f_galtieri
andreamilan_,ProgettoRENA
andreamilan_,domenicoros
andreamilan_,ADelliNoci
ProgettoRENA,mariella_stella
ProgettoRENA,ProgettoRENA
TorinoAnni10,muuffa
TorinoAnni10,FLuccisano
Ffoodinstitute,PierG
Tukulti_Ninurta,ZazzaNM
akribia,Liberos2
akribia,ProgettoRENA
leo_mc,ProgettoRENA
leo_mc,FraMazzocchi
alessiobau,chrisiaio
PuntoDock,Iris_Network
PuntoDock,unipolideas
AleBezzi,AttivaFirenze
AleBezzi,AleBezzi
Tukulti_Ninurta,gpcolletti
Tukulti_Ninurta,ivanapais
GAlessandri8,FBrudaglio
GAlessandri8,FraMazzocchi
GAlessandri8,ProgettoRENA
robertore62,MicheledAlena
larobbi,FLuccisano
larobbi,ProgettoRENA
siboc,metiuuitem
siboc,napo
Ffoodinstitute,meedabyte
PuntoDock,RanghioFrance
PuntoDock,davideagazzi
PuntoDock,OOPgiovani
PuntoDock,PuntoDock
invisigot,ProgettoRENA
invisigot,chrisiaio
ProgettoRENA,Socialseed_
ProgettoRENA,damienlanfrey
indugiare,ChiaraPeggy
larobbi,Andreacritico
larobbi,ProgettoRENA
mamacaluda,dskutz
mamacaluda,Ravenna2019
mauribusacca,ProgettoRENA
YouCanGroup,matteolepore
f_galtieri,catencina
f_galtieri,ChiaraPeggy
MicaelaZoni,ProgettoRENA
MicaelaZoni,damienlanfrey
2020CityPlus,dskutz
2020CityPlus,ProgettoRENA
EmilBanca,meedabyte
muuffa,stefanomicelli
muuffa,arduino
socialPA_RM,AleBezzi
socialPA_RM,meedabyte
silvia_rensi,BolloAlessandro
silvia_rensi,FitzcarraldoFon
massimosanti,michiamofede
massimosanti,chrisiaio
massimosanti,CultPopSocCoop
f_galtieri,ProgettoRENA
f_galtieri,napo
RobCacciatore,beavillari
RobCacciatore,ProgettoRENA
CalabriaStartup,ChiaraPeggy
ADelliNoci,FBrudaglio
ADelliNoci,ProgettoRENA
alevaccari,Socialseed_
RosaBorgognoni,WISTERWISTER
larobbi,AttivaFirenze
Robertap526,ProgettoRENA
Robertap526,ZazzaNM
wendy_tiger,ProgettoRENA
wendy_tiger,damienlanfrey
socialPA_RM,Innovandiamo
REStartSocial,ProgettoRENA
esterniorg,ProgettoRENA
Socialseed_,ProgettoRENA
Socialseed_,dgiluz
beavillari,ProgettoRENA
beavillari,BolloAlessandro
ceciliamanzo,Socialseed_
ceciliamanzo,FusacchiA
RobCacciatore,ProgettoRENA
RobCacciatore,aledannibale
socialPA_RM,funkylotito
Giank_Russo,meedabyte
grazia69mbs,f_galtieri
grazia69mbs,ChiaraPeggy
HUBFirenze,meedabyte
sociolab_tweet,Enrico
Robertap526,ProgettoRENA
Robertap526,welikechopin
Robertap526,miss0uri4
marcobani,ChiaraPeggy
larobbi,aperdichizzi
larobbi,ChiaraPeggy
YouCanGroup,damienlanfrey
YouCanGroup,ProgettoRENA
frarusso,f_galtieri
frarusso,ProgettoRENA
metiuuitem,chrisiaio
metiuuitem,spaghetti_folks
socialPA_RM,napo
ProgettoRENA,ivanapais
becare_29,larobbi
becare_29,ProgettoRENA
SISinnovation,ProgettoRENA
EmilBanca,ChiaraPeggy
silviarnl,ProgettoRENA
silviarnl,FLuccisano
silviarnl,davideagazzi
silviarnl,clodcop
silviarnl,letiziapian
LuciaTubaro,MattiaSullini
frarusso,larobbi
frarusso,FLuccisano
frarusso,ProgettoRENA
LiveUru,lajeje13
LiveUru,ProgettoRENA
alevaccari,ProgettoRENA
Smartcityexhib,paolocampagnano
Smartcityexhib,ZazzaNM
napo,FBrudaglio
napo,ProgettoRENA
clarainbeta,FLuccisano
violamargiotta,ivanapais
violamargiotta,chrisiaio
PierG,Innovandiamo
PierG,ProgettoRENA
TorinoAnni10,dgiluz
bobpersio,FraMazzocchi
AleBezzi,FBrudaglio
AleBezzi,dgiluz
AleBezzi,ProgettoRENA
mamacaluda,ZazzaNM
mamacaluda,Ravenna2019
PadovaFIRST,lidiamarongiu
YouCanGroup,Ffoodinstitute
YouCanGroup,ProgettoRENA
EnghelaBertelli,BAMstracult
frarusso,bertramniessen
frarusso,00doppiozero
frarusso,che_fare
MicheledAlena,FusacchiA
Cittadinireatti,Socialseed_
violamargiotta,ProgettoRENA
violamargiotta,stefanomicelli
LiveUru,ProgettoRENA
mamacaluda,FLuccisano
erstartup,MicheledAlena
erstartup,FusacchiA
marcobani,fedecolonna
marcobani,damienlanfrey
2020CityPlus,chrisiaio
2020CityPlus,ProgettoRENA
2020CityPlus,FLuccisano
2020CityPlus,ProgettoRENA
flavia_marzano,Smartcityexhib
flavia_marzano,napo
flavia_marzano,Forum_PA
andrecatta,FusacchiA
Robertap526,ProgettoRENA
EncodeThis,FBrudaglio
EncodeThis,ProgettoRENA
AmareRecoba,Societing_SC
AmareRecoba,Rafr
AmareRecoba,AmareRecoba
AmareRecoba,andreadanielli
labossina,sociolab_tweet
labossina,ivanapais
AlessandraFeol1,meedabyte
AlessandraFeol1,LabGov
AlessandraFeol1,chrisiaio
larobbi,TorinoAnni10
larobbi,FusacchiA
Yes_we_Tweet,ProgettoRENA
Yes_we_Tweet,davideagazzi
ArielsM87,2020CityPlus
ArielsM87,ChiaraPeggy
ArielsM87,ProgettoRENA
nellag68,we4italy
socialPA_RM,Becrowdy
socialPA_RM,ivanapais
CalabriaStartup,ProgettoRENA
CalabriaStartup,ChiaraPeggy
CalabriaStartup,FusacchiA
ProgettoRENA,dgiluz
bia_hvid,FLuccisano
ADelliNoci,domenicoros
ADelliNoci,ADelliNoci
ADelliNoci,ProgettoRENA
EmilBanca,chrisiaio
alessiobau,Sardexnet
Giank_Russo,FLuccisano
FBrudaglio,ProgettoRENA
napo,metiuuitem
napo,napo
TorinoAnni10,AleBezzi
TorinoAnni10,ProgettoRENA
clarainbeta,LiveUru
clarainbeta,napo
luca_biancucci,ChiaraPeggy
luca_biancucci,ProgettoRENA
34fuso,we4italy
Lebowskiana,istat_it
startsaturdays,HUBFirenze
startsaturdays,MarcoTognetti1
ProgettoRENA,ivanapais
UpUniversity,killermedia
UpUniversity,FLuccisano
UpUniversity,ProgettoRENA
ValeriaAdani,f_galtieri
ValeriaAdani,FusacchiA
ValeriaAdani,MiurSocial
larobbi,damienlanfrey
larobbi,ProgettoRENA
alevaccari,Andreacritico
bia_hvid,ceciliamanzo
alloracrealo,ProgettoRENA
alloracrealo,MicheledAlena
ArtOfDecisions,YouCanGroup
LucaCominassi,napo
nico_stac,WISTERWISTER
nico_stac,larobbi
nico_stac,flavia_marzano
socialPA_RM,PierG
socialPA_RM,napo
Acquarius75,dgiluz
enzolefevre,f_galtieri
enzolefevre,FLuccisano
indugiare,silvia_rensi
indugiare,BolloAlessandro
indugiare,FitzcarraldoFon
nico_stac,lorenzobenussi
nico_stac,napo
violamargiotta,ChiaraPeggy
muuffa,ivanapais
f_galtieri,ChiaraPeggy
f_galtieri,FusacchiA
muuffa,ivanapais
mrcfabbri,ArtOfDecisions
mrcfabbri,dskutz
calabriativi,VZappino
calabriativi,domenicoros
calabriativi,VitaDario
calabriativi,sergiostumpo
calabriativi,calabriativi
f_galtieri,EmilBanca
davidmonten,aperdichizzi
davidmonten,ProgettoRENA
FBrudaglio,FusacchiA
FBrudaglio,ProgettoRENA
LiveUru,FLuccisano
montemorrison,ProgettoRENA
montemorrison,stefanomicelli
YouCanGroup,ivanapais
SpazioGrisu,lidiamarongiu
lefunkymamas,bia_hvid
lefunkymamas,FusacchiA
juanucilla,dgiluz
juanucilla,VinceMa1
indugiare,paolocampagnano
indugiare,ivanapais
Robertap526,ProgettoRENA
Robertap526,napo
danpoggio,gpcolletti
socialPA_RM,metiuuitem
socialPA_RM,chrisiaio
socialPA_RM,spaghetti_folks
JonnyMarsella,ProgettoRENA
mrcfabbri,Erica_sir
mrcfabbri,FusacchiA
bia_hvid,ZazzaNM
PLANETHOTEL_NET,Innovandiamo
bia_hvid,FusacchiA
Innovandiamo,catencina
Innovandiamo,La_Nicos
RobCacciatore,aperdichizzi
RobCacciatore,ChiaraPeggy
spettandoGodot,ChiaraPeggy
fedecolonna,ChiaraPeggy
mamacaluda,lajeje13
mamacaluda,ProgettoRENA
mamacaluda,matteorenzi
TorinoAnni10,meedabyte
davidsaitta,bia_hvid
davidsaitta,FLuccisano
Tukulti_Ninurta,invisigot
patpiergentili,siboc
MaxDelFerraro,Ffoodinstitute
Becrowdy,ivanapais
biljaic,workingcapital
mauryhappy,Ale_Nigro
mauryhappy,ChiaraPeggy
mauryhappy,dgiluz
mauryhappy,ProgettoRENA
Mario_Intini,ProgettoRENA
enzolefevre,TorinoAnni10
bia_hvid,ILBETTA
bia_hvid,FusacchiA
socialPA_RM,cieffe27
socialPA_RM,ChiaraPeggy
larobbi,DigitaliansEU
TorinoAnni10,AleBezzi
giomarsi,TorinoAnni10
giomarsi,HansCaron
giomarsi,stephanfaris
giomarsi,giomarsi
giomarsi,vmontalto
muuffa,alessiobau
muuffa,Sardexnet
indugiare,michiamofede
indugiare,ValeriaAdani
indugiare,ProgettoRENA
indugiare,FLuccisano
f_galtieri,RobCacciatore
f_galtieri,chrisiaio
lidiamarongiu,ivanapais
Sara_Carrer,FBrudaglio
Sara_Carrer,ProgettoRENA
f_galtieri,EmilBanca
f_galtieri,ChiaraPeggy
AleBezzi,IlariaLani
indicativamente,ortiche_
muuffa,stefanomicelli
bia_hvid,ProgettoRENA
egferro,ProgettoRENA
egferro,FLuccisano
egferro,FusacchiA
egferro,davidecanavesio
egferro,e_martinotti
vignolimatteo,ProgettoRENA
AgostinoRiitano,mantralex
AgostinoRiitano,ADelliNoci
f_galtieri,larobbi
f_galtieri,FusacchiA
TorinoAnni10,chrisiaio
laramastrogiova,ProgettoRENA
laramastrogiova,FLuccisano
luca_biancucci,EmilBanca
luca_biancucci,damienlanfrey
LiveUru,damienlanfrey
LiveUru,FLuccisano
becare_29,Robertap526
becare_29,ProgettoRENA
violamargiotta,YouCanGroup
violamargiotta,ivanapais
violamargiotta,ProgettoRENA
damianotessaro,ProgettoRENA
napo,Lebowskiana
f_galtieri,saverio_cuoghi
larobbi,ProgettoRENA
larobbi,davideagazzi
mamacaluda,Emuratori
mamacaluda,isaangiuli
maurocolombo_,ProgettoRENA
MattiaSullini,stefanomicelli
adagio84,startsaturdays
beavillari,ProgettoRENA
beavillari,dskutz
Tukulti_Ninurta,Robertap526
Tukulti_Ninurta,fedepank
Tukulti_Ninurta,Tukulti_Ninurta
Tukulti_Ninurta,ProgettoRENA
smodeo86,the_qube
Acquarius75,napo
rograndi,MicheledAlena
rograndi,stefanomicelli
schoolraising,AlessandraFeol1
schoolraising,FLuccisano
schoolraising,ascuoladioc
noemisatta,ProgettoRENA
REStartSocial,ChiaraPeggy
LucaCominassi,invisigot
workingcapital,ChiaraPeggy
luca_biancucci,ProgettoRENA
luca_biancucci,chrisiaio
luca_biancucci,Labsus1
ProgettoRENA,larobbi
ProgettoRENA,FLuccisano
ProgettoRENA,ProgettoRENA
andpiersanti,lidiamarongiu
PAsproni,AleBezzi
PAsproni,BolloAlessandro
f_galtieri,EmilBanca
f_galtieri,chrisiaio
BAMstracult,PuntoDock
ArtOfDecisions,MaxDelFerraro
napo,PierG
napo,napo
saroversi,Ffoodinstitute
saroversi,stefanomicelli
saroversi,ProgettoRENA
ceciliamanzo,FLuccisano
mamacaluda,BAMstracult
mamacaluda,BolloAlessandro
larobbi,RosaBorgognoni
mamacaluda,damienlanfrey
WIP4EU,fedecolonna
AndreaPauri,workingcapital
AndreaPauri,FLuccisano
AleBezzi,TorinoAnni10
AleBezzi,FusacchiA
FLuccisano,ChiaraPeggy
FLuccisano,FLuccisano
LiveUru,mariella_stella
LiveUru,damienlanfrey
Innovandiamo,FLuccisano
enzolefevre,ArielsM87
enzolefevre,ChiaraPeggy
egferro,metiuuitem
egferro,FLuccisano
egferro,f_galtieri
egferro,marcellourgo
LuciaTubaro,chrisiaio
LuciaTubaro,Labsus1
LuciaTubaro,LabGov
BolloAlessandro,BAMstracult
BolloAlessandro,BolloAlessandro
Oska7,ProgettoRENA
Oska7,clodcop
f_galtieri,Ffoodinstitute
f_galtieri,alcenero
f_galtieri,EmilBanca
f_galtieri,stefanomicelli
cz_sandro,indugiare
cz_sandro,FLuccisano
cz_sandro,CultPopSocCoop
cz_sandro,OOPgiovani
Robertap526,AgostinoRiitano
Robertap526,ADelliNoci
Robertap526,ProgettoRENA
becare_29,ProgettoRENA
becare_29,dgiluz
AleBezzi,BolloAlessandro
bobpersio,ChiaraPeggy
SISinnovation,OuiShare
f_galtieri,ValComm
f_galtieri,stefanomicelli
ArielsM87,TheEconomist
ArielsM87,stefanomicelli
Robertap526,andrecatta
Robertap526,FusacchiA
FLuccisano,ProgettoRENA
EmilBanca,BolloAlessandro
alevaccari,metiuuitem
alevaccari,chrisiaio
alevaccari,spaghetti_folks
miccign,workingcapital
alevaccari,Societing_SC
RobCacciatore,FLuccisano
socialPA_RM,_Aloisi
socialPA_RM,FusacchiA
PierG,FusacchiA
babaulab,Ale_Nigro
babaulab,stefanomicelli
babaulab,ProgettoRENA
TorinoAnni10,LiveUru
TorinoAnni10,napo
Lebowskiana,FusacchiA
ProgettoRENA,f_galtieri
ProgettoRENA,ProgettoRENA
ProgettoRENA,FLuccisano
federicoravaldi,FusacchiA
Robertap526,ProgettoRENA
Robertap526,FLuccisano
DaVelSign,napo
DaVelSign,lorenzobenussi
PierG,FusacchiA
Robertap526,fedepank
Robertap526,Tukulti_Ninurta
Robertap526,ProgettoRENA
franleu,we4italy
franleu,livia_1983
Lebowskiana,ivanapais
IlariaPais,FLuccisano
cpt_giraffe,CentroAntartide
cpt_giraffe,ivanapais
BOTStartup,workingcapital
ctroccoli,ProgettoRENA
ctroccoli,clodcop
ProgettoRENA,aledannibale
GiancaBergamo,ProgettoRENA
GiancaBergamo,FLuccisano
IlCommPorro,DigitaliansEU
enzolefevre,spettandoGodot
letiziapian,ProgettoRENA
letiziapian,FLuccisano
letiziapian,davideagazzi
letiziapian,clodcop
letiziapian,letiziapian
mamacaluda,Chrisiao
ProgettoRENA,killermedia
ProgettoRENA,ProgettoRENA
bia_hvid,OfficineArduino
bia_hvid,mbanzi
Erica_sir,chrisiaio
Erica_sir,Labsus1
mamacaluda,FLuccisano
Tukulti_Ninurta,RobertaCalle
Tukulti_Ninurta,chrisiaio
violamargiotta,funkylotito
adagio84,alessiobau
adagio84,MiurSocial
adagio84,FusacchiA
frarusso,damienlanfrey
frarusso,FLuccisano
REStartSocial,meedabyte
ValComm,TorinoAnni10
ValComm,dgiluz
REStartSocial,dgiluz
egferro,AleBezzi
socialPA_RM,AttivaFirenze
socialPA_RM,chrisiaio
EmilBanca,ChiaraPeggy
AleBezzi,MattiaSullini
Becrowdy,ivanapais
sociolab_tweet,ivanapais
andrecatta,meedabyte
labossina,HUBFirenze
labossina,MarcoTognetti1
andrecatta,Annibaledelia
startsaturdays,sociolab_tweet
startsaturdays,Enrico
Marco_Ventu,OOPgiovani
Marco_Ventu,letiziapian
Marco_Ventu,IrecoopER
Tommaso_Aiello,FLuccisano
carlettab,tarmelop
carlettab,ProgettoRENA
TorinoAnni10,La_Nicos
RobCacciatore,ValComm
RobCacciatore,stefanomicelli
saverio_cuoghi,ZazzaNM
clodcop,fedepank
clodcop,clodcop
clodcop,ProgettoRENA
Erica_sir,Labsus1
TorinoAnni10,Erica_sir
stelab_82,fedecolonna
bia_hvid,ivanapais
Robertap526,ProgettoRENA
Robertap526,FLuccisano
Ffoodinstitute,FLuccisano
Ffoodinstitute,ProgettoRENA
Ffoodinstitute,YouCanGroup
mamacaluda,damienlanfrey
Tukulti_Ninurta,fabriziacalda
NonProfit_Lab,ProgettoRENA
urbanohumano,clarainbeta
urbanohumano,corenoausonio
biljaic,WeArePaCo
f_galtieri,lajeje13
AleBezzi,napo
FLuccisano,sergiogalasso
spettandoGodot,ivanapais
TorinoAnni10,MicheledAlena
ctroccoli,ProgettoRENA
ctroccoli,damienlanfrey
AngeloBongio,ProgettoRENA
AngeloBongio,stefanomicelli
ezekiel,f_galtieri
ezekiel,ChiaraPeggy
napo,Acquarius75
napo,napo
enzolefevre,egferro
enzolefevre,MicheledAlena
larobbi,ProgettoRENA
PuntoDock,marco_vignoli
PuntoDock,ZazzaNM
Ffoodinstitute,dskutz
egferro,ValComm
egferro,FBrudaglio
egferro,ProgettoRENA
MicaelaZoni,ProgettoRENA
saroversi,YouCanGroup
saroversi,Chrisiao
saroversi,ProgettoRENA
saroversi,BolognaTwit
AttivaFirenze,chrisiaio
AttivaFirenze,Labsus1
larobbi,alessiobau
larobbi,ChiaraPeggy
nikko801,ProgettoRENA
AlessandraFeol1,ProgettoRENA
AlessandraFeol1,chrisiaio
AlessandraFeol1,Labsus1
RobCacciatore,ChiaraPeggy
larobbi,PuntoDock
davidmonten,aperdichizzi
davidmonten,Innovandiamo
violamargiotta,larobbi
violamargiotta,FLuccisano
violamargiotta,davideagazzi
violamargiotta,ProgettoRENA
BAMstracult,BolloAlessandro
luca_biancucci,ProgettoRENA
luca_biancucci,stefanomicelli
napo,metiuuitem
napo,napo
EmilBanca,RitaBartolomei
EmilBanca,simonecicero
egferro,DarioMazzella
egferro,ZazzaNM
egferro,ProgettoRENA
ValComm,FBrudaglio
ValComm,ProgettoRENA
Tukulti_Ninurta,TorinoAnni10
funkylotito,meedabyte
andrecatta,FLuccisano
FLuccisano,anpugliese
FLuccisano,FLuccisano
indugiare,egferro
indugiare,MicheledAlena
ceciliamanzo,Socialseed_
ceciliamanzo,ivanapais
franleu,TorinoAnni10
TorinoAnni10,FusacchiA
enzolefevre,ProgettoRENA
enzolefevre,ChiaraPeggy
TorinoAnni10,chrisiaio
TorinoAnni10,xdxd_vs_xdxd
larobbi,napo
chiarabert,FLuccisano
darios,ProgettoRENA
cieffe27,ChiaraPeggy
metiuuitem,patriziasaggia
metiuuitem,metiuuitem
ColdirettiG,enzolefevre
ColdirettiG,ProgettoRENA
ValeriaAdani,MicheledAlena
ValeriaAdani,FusacchiA
ValComm,TorinoAnni10
FBrudaglio,ProgettoRENA
FBrudaglio,FLuccisano
larobbi,ProgettoRENA
spettandoGodot,damienlanfrey
schoolraising,f_galtieri
schoolraising,ChiaraPeggy
socialmakingeco,chrisiaio
f_galtieri,larobbi
f_galtieri,clodcop
f_galtieri,ProgettoRENA
GabroXII,michelemas
ClaudiaFerrauto,isaangiuli
ClaudiaFerrauto,FLuccisano
ClaudiaFerrauto,ProgettoRENA
ClaudiaFerrauto,FraMazzocchi
ClaudiaFerrauto,Emuratori
FBrudaglio,ivanapais
FBrudaglio,ProgettoRENA
ValerioBetti,SilviaSalmeri
ValerioBetti,vivisostenibile
ValerioBetti,ChiaraPeggy
ValerioBetti,alepirani
FLuccisano,YouCanGroup
FLuccisano,FLuccisano
Robertap526,ProgettoRENA
Robertap526,TorinoAnni10
Robertap526,ivanapais
angeloportalupi,stefymilo
angeloportalupi,stefanomicelli
AleBezzi,DarioMazzella
AleBezzi,ZazzaNM
AleBezzi,ProgettoRENA
LuciaTubaro,Socialseed_
RanghioFrance,sociolab_tweet
RanghioFrance,PuntoDock
mspss,startsaturdays
larobbi,La_Nicos
larobbi,ProgettoRENA
erstartup,we4italy
RobCacciatore,TorinoAnni10
RobCacciatore,BolloAlessandro
siboc,larobbi
siboc,FusacchiA
siboc,miur
EmilBanca,anpugliese
EmilBanca,FLuccisano
luca_biancucci,FBrudaglio
luca_biancucci,ProgettoRENA
mamacaluda,ZazzaNM
larobbi,TorinoAnni10
larobbi,stefanomicelli
EmilBanca,BolloAlessandro
Tukulti_Ninurta,ProgettoRENA
Piersoft,gabrimorelli
Piersoft,ADelliNoci
Piersoft,Piersoft
Piersoft,CoderDojoLe
ValComm,gpcolletti
ValComm,dgiluz
RobCacciatore,gpcolletti
RobCacciatore,ProgettoRENA
larobbi,_Aloisi
larobbi,FusacchiA
AleBezzi,stefanomicelli
egferro,gpcolletti
egferro,dgiluz
alevaccari,socialPA_RM
alevaccari,damienlanfrey
Startup_CT,aperdichizzi
Startup_CT,ProgettoRENA
f_galtieri,BAMstracult
f_galtieri,BolloAlessandro
Lorenza_i,maurocolombo_
Lorenza_i,FaberLabVarese
luca_biancucci,EmilBanca
luca_biancucci,dgiluz
okfnitaly,ChiaraPeggy
f_galtieri,Robertap526
f_galtieri,ProgettoRENA
RobCacciatore,CentroAntartide
RobCacciatore,ivanapais
LiveUru,TTmobile_
LiveUru,FLuccisano
lidiamarongiu,damienlanfrey
AttivaFirenze,ZazzaNM
LiveUru,chrisiaio
LiveUru,Guarene2020
larobbi,chrisiaio
dnaleph,FBrudaglio
dnaleph,ProgettoRENA
ProgettoRENA,damienlanfrey
SpazioGrisu,matteolepore
TorinoAnni10,FLuccisano
ArielsM87,ChiaraPeggy
mafedebaggis,TorinoAnni10
mafedebaggis,dgiluz
biljaic,ChiaraPeggy
SpazioGrisu,FusacchiA
SilviaSalmeri,vivisostenibile
SilviaSalmeri,ChiaraPeggy
SilviaSalmeri,alepirani
adagio84,sociolab_tweet
adagio84,meedabyte
adagio84,OuiShare
_Aloisi,siboc
larobbi,Socialseed_
larobbi,ivanapais
LiveUru,damienlanfrey
LiveUru,dskutz
paolonicchi,ChiaraPeggy
paolonicchi,FusacchiA
RosaBorgognoni,nico_stac
RosaBorgognoni,WISTERWISTER
RosaBorgognoni,larobbi
RosaBorgognoni,flavia_marzano
stefymilo,stefanomicelli
alevaccari,mariella_stella
alevaccari,damienlanfrey
f_galtieri,GianlucaMingozz
ADelliNoci,AleBezzi
ADelliNoci,ProgettoRENA
isaangiuli,ProgettoRENA
isaangiuli,FLuccisano
Smartcityexhib,RobCacciatore
Smartcityexhib,ZazzaNM
Smartcityexhib,Forum_PA
Emuratori,FusacchiA
ChiaraMangiante,invisigot
ValComm,TorinoAnni10
isaangiuli,f_galtieri
isaangiuli,FusacchiA
isaangiuli,MiurSocial
montemorrison,ProgettoRENA
montemorrison,ivanapais
Yes_we_Tweet,larobbi
Yes_we_Tweet,clodcop
Yes_we_Tweet,ProgettoRENA
TorinoAnni10,SpazioGrisu
RRocelli,f_galtieri
RRocelli,ProgettoRENA
Collaboriamo,mariella_stella
Collaboriamo,ProgettoRENA
REStartSocial,vignolimatteo
REStartSocial,ProgettoRENA
LiveUru,FraMazzocchi
indugiare,OOPgiovani
indugiare,CultPopSocCoop
indugiare,TorinoAnni10
invisigot,ProgettoRENA
MaxDelFerraro,larobbi
MaxDelFerraro,ProgettoRENA
socialPA_RM,AttivaFirenze
EncodeThis,FBrudaglio
EncodeThis,ProgettoRENA
Andreacritico,TorinoAnni10
deliadent,CasaNetural
deliadent,ProgettoRENA
okfnitaly,napo
frarusso,invisigot
ProgettoRENA,YouCanGroup
ProgettoRENA,Chrisiao
ProgettoRENA,ProgettoRENA
ProgettoRENA,BolognaTwit
socialPA_RM,Smartcityexhib
socialPA_RM,napo
socialPA_RM,Forum_PA
AlessandraFeol1,ProgettoRENA
AlessandraFeol1,FLuccisano
TorinoAnni10,socialPA_RM
TorinoAnni10,RockyourSchool
fra217,che_fare
LiveUru,FLuccisano
LiveUru,TorinoAnni10
giuliodichiara,ProgettoRENA
giuliodichiara,FLuccisano
marcellourgo,lajeje13
marcellourgo,ProgettoRENA
alevaccari,MattiaSullini
alevaccari,ivanapais
andrecatta,damienlanfrey
unavitaazigzag,bia_hvid
unavitaazigzag,ivanapais
vignolimatteo,ProgettoRENA
alevaccari,AleBezzi
alevaccari,chrisiaio
FBrudaglio,paesaggiabruzzo
FBrudaglio,ProgettoRENA
PaolaLicata,domenicoros
PaolaLicata,calabriativi
PaolaLicata,VitaDario
PaolaLicata,VZappino
PaolaLicata,SmartDMO
PaolaLicata,ProgettoRENA
napo,TorinoAnni10
SviluppoBas,f_galtieri
SviluppoBas,ross__gau
SviluppoBas,ProgettoRENA
SviluppoBas,SviluppoBas
indugiare,ProgettoRENA
indugiare,damienlanfrey
Tommaso_Aiello,FraMazzocchi
f_galtieri,2020CityPlus
f_galtieri,dskutz
f_galtieri,ProgettoRENA
EmilBanca,BolloAlessandro
michiamofede,chrisiaio
michiamofede,CultPopSocCoop
pal_lore,ProgettoRENA
ivanapais,Ale_Nigro
ivanapais,ProgettoRENA
violamargiotta,FLuccisano
2020CityPlus,ProgettoRENA
2020CityPlus,damienlanfrey
RRocelli,Tukulti_Ninurta
RRocelli,OECD
aperdichizzi,workingcapital
aperdichizzi,FLuccisano
Ffoodinstitute,saroversi
Ffoodinstitute,Sardexnet
YouCanGroup,Ffoodinstitute
marco_vignoli,ZazzaNM
Cittadinireatti,mariella_stella
Cittadinireatti,FLuccisano
Cittadinireatti,ProgettoRENA
Marco_Ventu,ProgettoRENA
Marco_Ventu,damienlanfrey
micmord,massimosanti
micmord,napo
Tukulti_Ninurta,we4italy
d02,AleBezzi
d02,arduino
AngeloBongio,MattiaSullini
AngeloBongio,stefanomicelli
frarusso,FBrudaglio
frarusso,ProgettoRENA
larobbi,BAMstracult
larobbi,BolloAlessandro
Emiliana_Me,killermedia
Emiliana_Me,ProgettoRENA
ProgettoRENA,larobbi
ProgettoRENA,ProgettoRENA
ctroccoli,andrecatta
UpUniversity,VulcanicaMente
UpUniversity,Emiliana_Me
UpUniversity,ProgettoRENA
UpUniversity,ProgettoRENA
Erica_sir,enzolefevre
mamacaluda,mamacaluda
Sara_Carrer,f_galtieri
Sara_Carrer,ProgettoRENA
ValerioBetti,Allenamente_it
